名称,区域,板块,房型,朝向,面积(平米),价格(元/月),单位面积价格(元/平米/月)
远洋招商保利东湾,增城,朱村,3室2厅,南,49.0,2200,44
增城雅居乐御宾府,增城,荔城西区,3室2厅,南,59.5,2700,45
凤馨苑,增城,凤凰城,2室2厅,南,45.5,2100,46
保利中海金地·大国璟,增城,荔城西区,3室2厅,南,44.5,2200,49
海伦春天,增城,永宁,3室2厅,南,111.5,2200,19
乐华中路28号,增城,荔城富鹏,2室1厅,东,37.5,850,22
荔富湖畔,增城,朱村,3室2厅,北,105.0,2400,22
合景誉山国际,增城,永宁,3室2厅,南,44.5,2000,44
科慧花园,增城,朱村,3室2厅,,45.0,1800,40
实地蔷薇国际,增城,荔城西区,3室2厅,南,66.0,1500,22
长风国际公寓,增城,新塘北,1室1厅,南,30.0,1400,46
闽悦居酒店,,,1室1厅,,17.5,1930,110
保利金沙大都汇,白云,金沙洲,2室2厅,西,27.5,4800,174
闽悦居酒店,,,1室1厅,,15.0,1780,118
电视台宿舍,白云,机场路,2室1厅,南,37.0,3700,100
敏捷科创中心,白云,太和,2室1厅,南,28.0,2600,92
金德苑,白云,同德围,2室1厅,南,29.0,2100,72
塞纳河公寓,,,2室1厅,,30.0,1798,59
榕溪花园,白云,石井,2室1厅,东,32.5,1900,58
黄石西路,白云,马务,2室1厅,南,40.0,2500,62
塞纳河公寓,,,,,10.0,1148,114
盛世国际物业,,,1室1厅,,27.5,2650,96
远景新苑,白云,机场路,1室0厅,南,15.0,1800,120
纵横缤城,白云,新市,2室1厅,东,39.5,3500,88
盛世国际物业,,,1室1厅,,25.0,2705,108
云霄楼,白云,黄石,1室0厅,南,15.0,1500,100
长寿东路,荔湾,龙津,1室0厅,东,12.5,1700,136
富邦大厦,荔湾,龙津,2室2厅,东南,86.5,5300,61
西湾苑,荔湾,西村,2室1厅,东,25.0,1600,64
西增路,荔湾,西村,2室1厅,东南,40.0,2800,70
新锦龙大厦,荔湾,龙津,2室1厅,西,93.5,5300,56
逸翠湾,荔湾,黄沙,4室2厅,西南,70.0,8500,121
华发中央公园,荔湾,广钢新城,1室1厅,南,29.0,3500,120
万科柏悦湾,荔湾,大坦沙,1室0厅,东南,6.5,700,107
鸿图苑,荔湾,汾水,2室1厅,南,30.5,1800,59
中海锦观华庭D区,荔湾,广钢新城,3室1厅,北,46.0,5300,115
绿地国际空港中心,花都,镜湖大道,2室1厅,南,23.0,2500,108
绿地国际空港中心,花都,镜湖大道,1室1厅,东,13.5,1300,96
云峰花园2期,花都,镜湖大道,2室2厅,北,45.5,2500,54
天马河壹号四期,花都,铁路西,3室2厅,北,46.5,2200,47
时代云港,花都,镜湖大道,3室2厅,南,31.5,1800,57
石岗村西区正能量苑,花都,花城街,2室1厅,北,40.0,2050,51
广州融创文旅城B1区,花都,花城街,3室2厅,南,61.5,3000,48
祈福万景峰,花都,铁路西,2室2厅,南,30.0,2000,66
翠华花园,花都,铁路西,3室2厅,南,36.5,1600,43
绿地国际空港中心,花都,镜湖大道,2室1厅,东,19.5,1800,92
广州融创文旅城A1区,花都,花城街,1室1厅,东,25.0,1600,64
岭南公馆,花都,新区,1室1厅,北,54.0,1500,27
广州融创文旅城B1区,花都,花城街,3室2厅,南,51.5,3600,69
雅居乐雍华廷二期,花都,新区,3室2厅,南/北,63.0,3900,61
富力金港城东区,花都,花东镇,3室2厅,北,63.0,3200,50
云峰花园3期,花都,镜湖大道,1室0厅,南,29.0,1700,58
自由人花园,花都,镜湖大道,3室2厅,东南,55.0,3000,54
岭南公馆,花都,新区,3室2厅,南,61.5,4300,69
石岗村西区正能量苑,花都,花城街,3室2厅,东南,42.5,2400,56
绿地国际空港中心,花都,镜湖大道,1室1厅,南,19.5,1900,97
广州融创文旅城B1区,花都,花城街,3室2厅,南,45.5,3000,65
广州融创文旅城商务公寓,花都,花城街,1室0厅,西,24.0,1300,54
紫薇丽都,花都,新区,2室2厅,西北,41.0,2900,70
丽苑大厦(花都区),花都,旧区,3室2厅,东南,49.0,2500,51
银菊花小区,花都,旧区,2室2厅,东南,52.5,1600,30
时代紫林,花都,狮岭镇,2室2厅,北,39.0,1800,46
帝缘花园,花都,狮岭镇,2室1厅,南,53.5,1200,22
富力金港城东区,花都,花东镇,2室1厅,东北,42.0,1700,40
自由人花园,花都,镜湖大道,3室2厅,南,55.0,2500,45
金融街花溪小镇,花都,花东镇,3室2厅,南,49.0,2300,46
丽港大厦,黄埔,大沙地,3室2厅,,63.0,3500,55
恤孤院路,越秀,东山口,3室2厅,南/北,21.0,4000,190
中山五路,越秀,公园前,2室1厅,南,16.5,3300,200
东华东路,越秀,东湖,3室1厅,东,62.5,6500,104
淘金路,越秀,淘金,2室2厅,北,28.0,4000,142
广信豪景大厦,越秀,五羊新城,3室2厅,东南,52.5,6500,123
富华商贸大厦,越秀,解放南,1室0厅,东,11.5,1700,147
大德路,越秀,解放南,1室0厅,东南,15.0,2200,146
站西路,越秀,流花站前,1室0厅,南,25.0,1200,48
东华东路,越秀,东湖,2室1厅,东,30.0,6000,200
小北路,越秀,小北,1室1厅,东南,23.0,2800,121
广东国际大厦,越秀,淘金,2室1厅,南/北,44.0,7600,172
时代印象,从化,太平镇,3室2厅,南,49.5,2500,50
时代印象,从化,太平镇,3室2厅,东北,67.5,2300,34
东方夏湾拿,从化,太平镇,4室3厅,南,134.0,5500,41
珠江国际城,从化,神岗镇,4室2厅,西南,109.5,2800,25
珠光山水诚品,从化,江浦街,3室2厅,东南,51.5,1800,34
珠光山水诚品,从化,江浦街,3室2厅,东南,51.5,1800,34
珠江壹城·禧悦花园,从化,神岗镇,4室2厅,东南,60.0,3000,50
珠江国际城,从化,神岗镇,3室2厅,东北,44.0,1700,38
珠光御景山水城,从化,江浦街,3室2厅,北,65.0,1800,27
碧桂园荔山雅筑,从化,赤草,3室2厅,南,60.0,2500,41
越秀逸泉锦翠,从化,江浦街,3室2厅,南,40.0,1600,40
珠光山水诚品,从化,江浦街,3室2厅,南,48.5,1800,37
富力泉天下,从化,温泉镇,1室0厅,南,52.0,1000,19
远达广场·碧水雅亭,从化,江浦街,2室2厅,东,36.5,2800,76
珠江国际城,从化,神岗镇,3室2厅,东北,41.5,1300,31
保利时代,从化,江浦街,3室2厅,西南,45.5,2100,46
方圆明月山溪,从化,温泉镇,1室1厅,东北,28.0,1000,35
依山小筑,南沙,进港大道,2室2厅,西北,35.0,1800,51
越秀滨海悦城,南沙,金洲,3室2厅,南,57.5,4000,69
海力花园,南沙,进港大道,2室2厅,南,29.0,1700,58
阳光城丽景湾·澜悦,南沙,进港大道,4室1厅,南,43.5,1200,27
碧桂园海湾1号,南沙,南沙港,3室2厅,南,54.5,2600,47
南沙保利南怡湾,南沙,黄阁,2室2厅,西北,37.5,2200,58
阳光城熙然府,南沙,进港大道,3室2厅,南,53.0,2800,52
阳光城丽景湾领悦,南沙,进港大道,3室2厅,北,51.5,1900,36
广州绿地城,黄埔,知识城,2室1厅,南,84.5,3000,35
实地常春藤,黄埔,黄埔永和,3室2厅,南,48.5,2000,41
万科东荟城,黄埔,香雪,2室2厅,北,38.0,3600,94
萝岗敏捷广场,黄埔,科学城,1室0厅,南,12.5,1400,112
文冲新村四期,黄埔,文冲,3室2厅,北,47.0,4500,95
金隆园,黄埔,大沙地,3室1厅,东南,47.5,3500,73
合景天峻,黄埔,知识城,1室0厅,北,17.5,1550,88
万科城市之光,黄埔,文冲,4室2厅,南,70.0,7500,107
保利罗兰国际,黄埔,科学城,2室1厅,东北,40.0,3800,95
绿地杉禾田晶舍,黄埔,香雪,4室2厅,南,88.0,4800,54
万科东荟城,黄埔,香雪,2室1厅,北,35.0,2800,80
华燊大厦,黄埔,开发西区,3室2厅,南,38.0,2300,60
佳兆业城市广场,黄埔,南岗,1居室,北卧,13.0,1500,115
万科东荟城,黄埔,香雪,3室2厅,北,43.0,3600,83
时代中国时代天韵,黄埔,知识城,3室1厅,北,54.0,2800,51
万科新里程,黄埔,科学城,2室2厅,南,38.5,3400,88
萝岗敏捷广场,黄埔,科学城,2室1厅,南,27.0,2500,92
时代印记(广州),黄埔,知识城,3室2厅,南,50.0,2000,40
金碧世纪花园,黄埔,大沙地,2室1厅,北,32.0,3500,109
龙光峰景华庭,黄埔,科学城,2室1厅,北,39.5,3300,83
新裕大厦,越秀,东风东,2室1厅,东,35.0,4800,137
德安路,越秀,东山口,4室1厅,南,27.0,6500,240
建设三马路,越秀,建设路,1室1厅,东南,17.5,3500,200
华侨乐园,越秀,淘金,2室1厅,东南,64.0,4300,67
盘福路,越秀,盘福,2室2厅,南/北,32.5,3300,101
中山一路,越秀,东风东,1室0厅,南,15.0,1900,126
广园西路,越秀,三元里,2室1厅,南,40.0,2500,62
百灵路,越秀,盘福,1室0厅,北,25.0,3000,120
共和南路,越秀,杨箕,2室1厅,南,30.0,3000,100
共和怡苑,越秀,杨箕,3室1厅,南/北,50.5,7500,148
淘金路,越秀,淘金,1室0厅,南,15.0,2300,153
先烈南路青菜东街,越秀,建设路,2室1厅,南,25.0,4500,180
和风雅居,越秀,东风东,3室2厅,北,65.0,9500,146
倾城酒店,越秀,盘福,1室0厅,南,27.0,2700,100
站西路,越秀,流花站前,2室1厅,南,43.0,2000,46
淘金家园峯璟,越秀,淘金,1室0厅,南,31.0,1200,38
北京路,越秀,北京路,2室1厅,西南,20.0,2500,125
海珠中路,越秀,解放南,1室1厅,南,40.0,3500,87
光塔路,越秀,西门口,1室1厅,北,15.0,1400,93
时代印象,从化,太平镇,4室2厅,南,52.5,2800,53
珠江国际城,从化,神岗镇,3室2厅,东北,44.5,1700,38
珠江国际城,从化,神岗镇,3室2厅,东北,50.5,1600,31
上雅君庭,从化,太平镇,1室2厅,南,28.0,1600,57
珠江国际城,从化,神岗镇,3室2厅,东南,50.0,2500,50
珠江国际城,从化,神岗镇,4室2厅,西南,73.0,3300,45
君源御湖城,从化,江浦街,3室2厅,北,51.0,1700,33
富力泉天下,从化,温泉镇,3室2厅,南,50.5,1500,29
东方夏湾拿,从化,太平镇,4室2厅,东北,123.0,2600,21
逸泉映翠,从化,江浦街,2室2厅,南,43.0,1300,30
御景宏雅花园,从化,江浦街,3室2厅,南,51.0,2380,46
荔林春晓,从化,太平镇,3室1厅,南,63.5,2100,33
华标荔苑,从化,太平镇,1室1厅,东南,53.5,1300,24
阳光城丽景湾·澜悦,南沙,进港大道,3室2厅,南,49.0,2800,57
越秀明珠天悦江湾,南沙,明珠湾,3室2厅,东南,46.0,2800,60
南沙碧桂园,南沙,金洲,4室2厅,南,77.0,2800,36
大岗绿庭雅苑,南沙,大岗镇,2室1厅,西南,37.0,1600,43
越秀滨海御城二区,南沙,金洲,4室2厅,北,91.5,3500,38
凯德新玥,南沙,榄核镇,3室2厅,南,45.0,2300,51
恒大阳光半岛,南沙,万顷沙,3室2厅,南,45.0,3000,66
万科府前一号,南沙,南沙区府,2室1厅,南,55.0,3000,54
越秀滨海悦城,南沙,金洲,3室2厅,南/北,58.0,3800,65
越秀滨海珺城,南沙,明珠湾,3室1厅,北,72.0,3500,48
逸涛半岛,南沙,进港大道,3室2厅,南,49.0,4000,81
时代云图,南沙,金洲,4室2厅,南,56.5,3800,67
广晟圣淘沙,南沙,进港大道,4室2厅,东南,61.0,2350,38
南沙·十里方圆,南沙,黄阁,4室2厅,东南,49.5,2500,50
越秀滨海汇,南沙,金洲,1室2厅,南,24.0,1999,83
阳光城悦然府,南沙,进港大道,3室2厅,北,43.5,2200,50
时代南湾,南沙,南沙港,3室2厅,东北,63.0,3500,55
富力天海湾,南沙,明珠湾,3室2厅,南,49.0,2800,57
南沙湾石奥,南沙,南沙港,2室2厅,南,60.0,4000,66
中海熙园,南沙,东涌,3室2厅,西南,50.5,3600,71
万科南方公元,南沙,黄阁,3室2厅,南,44.5,2500,56
中国铁建海语熙岸,南沙,南沙区府,4室2厅,东南,60.0,3600,60
佳兆业城市广场,黄埔,南岗,1居室,北卧,15.0,1800,120
金碧世纪花园,黄埔,大沙地,2室2厅,北,32.5,3600,110
锦林山庄,黄埔,科学城,1室1厅,南,25.0,2200,88
佳兆业城市广场,黄埔,南岗,1室1厅,西南,25.5,1600,62
时代印记(广州),黄埔,知识城,1室0厅,北,21.5,1500,69
星樾·山畔,黄埔,科学城,4室2厅,西南,55.0,4500,81
四海生活区,黄埔,南岗,3室1厅,南,45.0,1200,26
合景天峻,黄埔,知识城,2室2厅,南,53.5,2200,41
黄埔花园,黄埔,黄埔区府,3室2厅,西北,50.0,4200,84
增槎路,白云,罗冲围,1室1厅,东,22.5,2200,97
壹诚大厦,荔湾,东塱,1室1厅,东,12.5,2300,184
万科金域曦府,荔湾,花地湾,3室2厅,,52.5,6800,129
中山七路,荔湾,龙津,2室1厅,西/北,35.5,2300,64
香料厂宿舍,荔湾,茶滘,2室1厅,西北,28.0,3000,107
十八甫南路,荔湾,和平西,1室0厅,东,12.5,2000,160
耀华社区宝仁坊,荔湾,西关,1室0厅,西南,12.5,1900,152
珠江金茂府,荔湾,广钢新城,3室1厅,西,54.5,5500,100
富力君湖华庭,荔湾,流花站前,4室2厅,南,60.0,6500,108
万科海上传奇,荔湾,芳村,1室1厅,东南,13.0,1600,123
富力广场D区,荔湾,中山八,2室1厅,西,35.0,6500,185
美荔心筑,荔湾,龙津,1室1厅,西南,20.0,3300,165
东呈酒店集团,,,,,14.0,3000,214
东呈酒店集团,,,,,17.5,9077,518
东呈酒店集团,,,,,17.5,4676,267
富力阳光美居,白云,马务,2室2厅,北,38.0,3100,81
金域蓝湾,白云,金沙洲,3室2厅,东北,85.5,4600,53
东呈酒店集团,,,,,12.5,3555,284
东呈酒店集团,,,,,11.0,6119,556
金碧雅苑,白云,黄边,1室0厅,东北,45.5,700,15
白云花园,白云,新市,1室1厅,南,50.0,3000,60
东呈酒店集团,,,,,11.0,6700,609
新世界嘉云府,白云,嘉禾望岗,3室2厅,南/北,67.5,7500,111
又一居花园,白云,机场路,2室1厅,东南,35.0,3900,111
富力半岛,白云,罗冲围,5居室,西南卧,23.0,1533,66
金碧雅苑,白云,黄边,4居室,西卧,29.5,1638,55
城西花园,白云,金沙洲,1室1厅,东南,19.0,2000,105
大金钟路60号-128号大院,白云,大金钟路,2室1厅,,29.5,3100,105
云景花园云景苑,白云,京溪,4居室,西卧,47.5,1218,25
保利金沙大都汇,白云,金沙洲,2室1厅,东,24.0,4800,200
云裳丽影,白云,同和,4居室,南卧,8.5,1354,159
东山创意园,白云,新市,1室1厅,东南,20.0,2200,110
东山创意园,白云,新市,1室1厅,东南,20.0,2300,115
南湖半山东苑,白云,南湖,3室2厅,东,57.0,3800,66
中山八路,荔湾,中山八,1室1厅,南,31.0,3800,122
中海花湾壹号C区,荔湾,广钢新城,1室1厅,西,40.5,3700,91
珠江金茂府,荔湾,广钢新城,3室1厅,东/北,54.5,5500,100
新世界凯粤湾,荔湾,滘口,3室2厅,东北,67.5,6500,96
园林局宿舍,荔湾,芳村,2室1厅,东南,40.0,3200,80
和平新村,荔湾,西场,2室1厅,北,20.0,2000,100
富力环市西苑,荔湾,西村,2室1厅,北,32.5,4500,138
丛桂路,荔湾,黄沙,1室1厅,北,15.0,1800,120
保利东郡,荔湾,广钢新城,3室2厅,东南,51.5,6600,128
花蕾路,荔湾,花地湾,1室1厅,南,42.0,1600,38
万科柏悦湾,荔湾,大坦沙,3室2厅,北,95.0,4500,47
城启荔港南湾,荔湾,南岸路,4室2厅,东北,74.0,6500,87
力诚汾水花园,荔湾,汾水,2室1厅,南,34.0,2800,82
城启荔港南湾,荔湾,南岸路,4室2厅,东南,80.5,5500,68
珠岛花园,荔湾,大坦沙,1室0厅,南,13.5,1800,133
南岸路,荔湾,南岸路,1室1厅,东南,23.5,2500,106
翠岛居,荔湾,大坦沙,1室1厅,北,16.0,800,50
大同路(荔湾),荔湾,和平西,1室1厅,东北,20.0,2700,135
丛桂路,荔湾,黄沙,1室1厅,南,11.5,1600,139
大金钟路60号-128号大院,白云,大金钟路,2室1厅,东南,35.5,2800,78
永泰山庄2区,白云,东平,3室1厅,南,60.0,4000,66
广州设计之都,白云,黄边,1室1厅,南,43.5,3000,68
泽德花苑,白云,同德围,2室1厅,南,27.0,1600,59
云景花园云桂苑,白云,京溪,4居室,北卧,25.0,1848,73
万科峯境,白云,白云大道南,1室1厅,南,44.5,500,11
方圆白云时光,白云,黄石,1室1厅,西,38.5,3900,101
碧桂园琥珀湾,增城,石滩镇,3室1厅,南,81.5,1300,15
广州融创文旅城商务公寓,花都,花城街,1室0厅,西,21.0,1600,76
大运家园,花都,新区,3室2厅,南,70.0,4300,61
桐悦花园,花都,镜湖大道,4室2厅,南,64.0,5500,85
碧桂园空港国际,花都,花东镇,2室1厅,东,27.5,1400,50
逸泉韵翠花园,花都,北兴镇,4室2厅,南/北,63.0,2300,36
路劲天隽峰,花都,旧区,4室2厅,南/北,104.5,6500,62
嘉汇城二期,花都,镜湖大道,3室2厅,南/北,57.5,3200,55
中恒商业中心,花都,镜湖大道,1室1厅,南/北,25.5,1600,62
宝铼雅居,花都,铁路西,3室2厅,东南,55.5,2500,45
科慧花园,增城,朱村,4室2厅,南,59.0,2000,33
金地香山湖,增城,永宁,3室2厅,南,54.0,1800,33
实地蔷薇国际,增城,荔城西区,4室2厅,南,63.5,2500,39
长风国际公寓,增城,新塘北,1室1厅,南,25.0,2100,84
时代风华,增城,新塘北,1室1厅,北,16.5,1600,96
誉山国际五区学府里,增城,永宁,3室2厅,南,44.0,2600,59
时代风华,增城,新塘北,4室2厅,东南,62.5,6000,96
东方名都花园,增城,白江,4室2厅,东南,70.5,4500,63
广州敏捷绿湖首府三期,增城,石滩镇,3室2厅,东北,46.5,1420,30
广州敏捷绿湖首府,增城,石滩镇,3室2厅,东北,59.0,1620,27
保利天际,增城,凤凰城,4室2厅,东南,70.0,4000,57
碧桂园映象,增城,福和镇,3室2厅,南/北,54.0,1500,27
顺欣花园,增城,新塘北,3室1厅,北,44.5,2000,44
碧桂园琥珀湾,增城,石滩镇,3室2厅,东南,43.5,1600,36
增城时代廊桥,增城,永宁,3室2厅,西南,41.5,2000,48
碧桂园凤凰城凤锦苑,增城,凤凰城,3室2厅,南,59.0,2300,38
誉山国际五区学府里,增城,永宁,3室1厅,东,41.5,1600,38
碧桂园映象,增城,福和镇,2室2厅,南,88.0,1500,17
万科春风十里,增城,朱村,4室2厅,南,59.5,2000,33
保利i立方,增城,永宁,4室2厅,北,45.5,1800,39
中恒商业中心,花都,镜湖大道,1室1厅,南/北,25.5,1600,62
绿地国际空港中心,花都,镜湖大道,2室2厅,北,40.0,4500,112
骏威广场,花都,旧区,3室2厅,北,92.0,2500,27
绿地国际空港中心,花都,镜湖大道,3室2厅,南,42.0,4200,100
新华路,花都,旧区,9室4厅,南/北,300.0,8000,26
中恒商业中心,花都,镜湖大道,1室1厅,南,25.5,1900,74
双赢如家公寓,花都,铁路西,1室1厅,南,24.0,1300,54
都会雅苑,花都,旧区,2室2厅,南,34.0,2100,61
朗悦君廷,花都,镜湖大道,3室2厅,南,94.0,2500,26
祈福生活无限,花都,新区,3室2厅,北,116.5,3300,28
广州融创文旅城商务公寓,花都,花城街,1室1厅,南,27.5,1800,65
腾步大厦,花都,旧区,1室1厅,南,32.5,1600,49
云峰学府花园,花都,秀全街,3室2厅,南,115.5,2500,21
粤花小区,花都,铁路西,3室2厅,南/北,57.5,1000,17
朗悦君廷,花都,镜湖大道,3室2厅,南,53.0,2300,43
朗悦君廷,花都,镜湖大道,3室2厅,西南,53.0,1500,28
美力百富雅苑,花都,旧区,3室2厅,南/北,62.0,2700,43
云峰花园1期,花都,镜湖大道,3室2厅,东北,64.0,2800,43
天马丽苑二期,花都,铁路西,2室1厅,东北,36.0,1600,44
东成苑,花都,新区,4室2厅,南/北,102.5,4000,39
芙蓉春晓,花都,狮岭镇,5室2厅,南,80.0,4000,50
碧桂园云顶,增城,凤凰城,4室2厅,南,107.0,3200,29
金马香颂居,增城,荔城西区,2室2厅,南,80.5,2200,27
嘉御豪庭,增城,石滩镇,3室2厅,东南,67.0,1700,25
合景花漫里,增城,永宁,3室2厅,南,43.5,1400,32
招商臻园,增城,新塘北,4室2厅,南/北,63.5,3900,61
荔富湖畔,增城,朱村,2室2厅,东南,77.5,1500,19
广州万科城,增城,永宁,3室2厅,东南,44.5,2200,49
新塘新世界花园嘉华苑,增城,沙村,3室1厅,南,50.0,1900,38
广州敏捷绿湖首府二期,增城,石滩镇,3室2厅,南,61.5,1200,19
唯璞国际公寓,,,,,15.0,5680,378
亚运城媒体村(南区),番禺,亚运城,2室2厅,东南,46.0,3200,69
锦绣花园北区,番禺,钟村,2室2厅,北,34.0,3800,111
唯璞国际公寓,,,,,15.0,5080,338
鸿城花园,番禺,市桥,3室2厅,南,51.5,3800,73
唯璞国际公寓,,,,,15.0,3800,253
扶南坊七巷,番禺,市桥北,1室1厅,南,22.5,1200,53
美朵酒店公寓,,,1室1厅,南站店,40.0,5800,145
和安大厦,海珠,工业大道南,2室1厅,,31.5,4000,126
东呈酒店集团,,,,,16.0,8152,509
基立新村,海珠,前进路,2室1厅,南,20.0,2000,100
英豪花园,海珠,东晓南,3室2厅,东南,42.5,4200,98
富基广场A区,海珠,滨江中,2室1厅,西南,45.5,5600,123
晓港雅筑,海珠,昌岗,2室1厅,南,38.0,4800,126
赤岗二街2-22号,海珠,赤岗,2室1厅,东南,30.0,3500,116
东呈酒店集团,,,,,40.0,5202,130
晓港湾,海珠,东晓南,3室2厅,东,63.5,6200,97
珠影大院,海珠,客村,4居室,南卧,41.0,1921,46
顺景雅苑,海珠,新港西,2室1厅,南,46.0,6000,130
和寓,,,琶洲新村气氛超好性价比超高的男生卧室,,8.0,2050,256
华海大厦(海珠),海珠,江南大道中,1室0厅,南,25.0,1500,60
江怡路,海珠,滨江东,2室1厅,东,25.0,3100,124
和寓,,,3室1厅,,4.5,1700,377
和寓,,,3室1厅,,6.0,1800,300
银业国际公寓,海珠,广州大道南,1室1厅,北,26.5,4300,162
怡东苑,天河,东圃,2室1厅,西南,26.0,2100,80
新岗栏东大院,天河,天河公园,5室2厅,南,70.0,7200,102
雅联社区,,,1室1厅,,17.5,1550,88
南天广场,天河,珠江新城西,3室2厅,东南,47.0,7000,148
珠江华景里,天河,华景新城,1室1厅,西,46.5,4500,96
育蕾小区,天河,天河南,3室1厅,南/北,43.0,6000,139
茁寓,,,,,17.5,1180,67
康湖山庄,天河,员村,1室0厅,南,17.5,1300,74
美景花苑,天河,车陂,3室1厅,西,58.5,4800,82
侨鑫汇悦台,天河,珠江新城东,3室2厅,,118.0,63000,533
广州凤凰公寓,,,,,14.0,1290,92
广州凤凰公寓,,,,,10.0,1100,110
广州凤凰公寓,,,,,10.0,1100,110
佳遇社区,,,,,15.5,2090,134
园田居,天河,石牌,2室2厅,北,64.5,4800,74
龙怡苑,天河,东圃,3室2厅,南/北,47.5,3800,80
亚运城天成2区,番禺,亚运城,2室2厅,北,37.5,3200,85
锦绣半岛东区,番禺,南浦,2室1厅,南,42.5,3500,82
泊寓,,,,,15.0,1290,86
泊寓,,,,,10.25,1184,115
金山谷四期,番禺,金山谷,4室1厅,南,58.0,5300,91
泊寓,,,1室1厅,,17.0,2321,136
中洲公馆,番禺,市桥,1室1厅,南,21.0,1800,85
东呈酒店集团,,,,,10.0,4800,480
亚运城媒体村(南区),番禺,亚运城,2室1厅,南,46.0,2900,63
东呈酒店集团,,,,,7.5,4800,640
东呈酒店集团,,,,,12.5,4800,384
东呈酒店集团,,,,,12.5,8555,684
富丽家园百丰楼,番禺,大石,1室1厅,南,25.0,1600,64
奥园养生广场,番禺,桥南,1室0厅,东南,18.0,1700,94
扶南坊七巷,番禺,市桥北,2室1厅,南,27.5,1700,61
敏捷华美国际,番禺,大石,3室1厅,南,40.0,4600,115
珊瑚湾畔,番禺,厦滘,4室2厅,东南,95.5,9000,94
东呈酒店集团,,,,,12.5,9594,767
奥园城市天地,番禺,汉溪长隆,1室1厅,南,24.0,3300,137
滨江绿园,番禺,大石,3室2厅,南,40.5,3500,86
番禺海伦堡花样年华二期,番禺,桥南,3室2厅,东南,46.0,3500,76
雄峰城,番禺,钟村,2室1厅,东北,35.5,2600,73
玫瑰园,海珠,江南西,2室1厅,北,38.0,5300,139
滨江水恋,海珠,滨江东,3室2厅,东/北,54.5,7200,132
金融街融御,海珠,工业大道南,4室2厅,,56.5,8000,141
江南大道中,海珠,江南大道中,2室1厅,南,26.5,2800,105
南珠广场,海珠,江燕路,2室1厅,南,48.0,3200,66
保利天悦,海珠,万胜围,3室2厅,南,68.0,11000,161
琶洲新村,海珠,万胜围,2室2厅,北,46.0,7500,163
保利天悦,海珠,万胜围,3室1厅,北,55.0,11000,200
青年荟,,,1室1厅,,17.5,1700,97
世纪云顶雅苑,海珠,滨江东,3室1厅,南,48.5,6500,134
光大花园,海珠,工业大道北,2室1厅,北,80.5,5596,69
纷享家,,,,,5.5,1100,200
联泰天河YOHO,天河,智慧城,1室1厅,南,17.5,2300,131
范屋村,天河,沙河,2室1厅,南,26.0,2800,107
景晖苑(天河区),天河,天河客运站,3室2厅,南/北,50.0,3500,70
珠光金融城壹号,天河,东圃,1室1厅,东,19.0,5000,263
宇立轩,天河,员村,4室1厅,南,40.5,4900,120
纷享家,,,,,7.0,1300,185
祥龙花园,天河,林和,2室1厅,东北,49.0,5600,114
富力天朗明居,天河,棠下,2室1厅,西,33.0,5000,151
珠光新城御景二期回迁房,天河,珠江新城东,2室2厅,南,40.0,8500,212
美林海岸,天河,员村,1室1厅,西北,24.5,4200,171
泽汇青年社区,,,,,15.0,1780,118
名门大厦,天河,珠江新城西,2室1厅,南,30.5,5000,163
红林物业,,,1室1厅,,14.0,3000,214
保利天悦,海珠,万胜围,3室1厅,南,54.0,11000,203
琶洲新村,海珠,万胜围,3室2厅,北,55.0,8000,145
景业荔都,从化,江浦街,3室1厅,西北,50.0,1200,24
华标荔苑,从化,太平镇,1室1厅,南,30.5,1200,39
珠江国际城,从化,神岗镇,4室2厅,西南,72.5,2500,34
珠江国际城,从化,神岗镇,4室2厅,西南,72.5,2400,33
人盛巴厘天地,从化,神岗镇,2室2厅,东南,46.0,1500,32
教育路(越秀),越秀,北京路,3室1厅,东南,29.0,5600,193
站西路,越秀,流花站前,3室1厅,南,40.0,3300,82
小北路,越秀,小北,1室1厅,东南,60.5,3000,49
豪贤路,越秀,农讲所,3室2厅,东南,30.5,4500,147
拥翠小区,越秀,建设路,2室1厅,,25.0,3600,144
富华商贸大厦,越秀,解放南,1室1厅,东,14.0,1800,128
荣庆大厦,越秀,东川路,2室1厅,南,33.5,3700,110
东风广场,越秀,东风东,1室1厅,北,22.5,5200,231
东湖路,越秀,东湖,1室0厅,东/南,181.0,20000,110
中山四路,越秀,农讲所,2室1厅,东,29.0,5000,172
环市中路,越秀,小北,2室1厅,,25.5,3500,137
麓苑路,越秀,淘金,1室1厅,南,66.5,2300,34
德公馆,越秀,黄花岗,1室1厅,南,24.0,3800,158
建设大马路,越秀,建设路,1室1厅,南/北,20.0,2500,125
富力东山新天地,越秀,五羊新城,1室1厅,西,18.0,5700,316
共和路,越秀,杨箕,5居室,南卧,63.5,2000,31
南沙·富力唐宁,南沙,南沙港,3室1厅,南,54.5,1800,33
优山悦海,南沙,南沙港,3室2厅,南,54.5,2200,40
星河山海湾,南沙,南沙港,3室2厅,南,44.5,2800,62
香江国际金融中心,南沙,金洲,2室1厅,南,22.0,1700,77
碧桂园天玺湾,南沙,进港大道,3室2厅,北,51.5,2500,48
碧桂园天玺湾,南沙,进港大道,3室2厅,南,46.5,2200,47
中大城,南沙,金洲,2室2厅,南,39.0,3000,76
南沙保利南怡湾,南沙,黄阁,2室2厅,北,50.5,2000,39
